ejercicio,resource_type,poverty_level,grade_level,total_donations,funding_status,date_posted,modificacion,ejercido
2014,Cine,Informe 2014,362,1366,Campaña,1/11/2004,90.156,778.62
2014,Cine,Publicidad Turismo,361,189,Campaña,1/10/2004,5.67,185.22
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/10/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,440,Campaña,1/7/2004,20.24,400.4
2014,Medios impresos,Publicidad Turismo,366,129,Campaña,1/7/2004,1.677,77.4
2014,Medios impresos,Publicidad Turismo,33605,213,Campaña,12/8/2003,10.437,146.97
2014,Radio,Publicidad Turismo,33605,3432.84,Campaña,8/30/2006,34.3284,2917.914
2014,Medios impresos,Publicidad Turismo,362,462,Campaña,1/7/2004,1.848,369.6
2014,Medios impresos,Publicidad Turismo,362,404,Campaña,1/8/2004,33.532,303
2014,Cine,Publicidad Turismo,366,358,Campaña,1/7/2004,5.012,193.32
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/8/2004,0,0
2014,Cine,Publicidad Turismo,33605,496,Campaña,11/28/2003,16.864,486.08
2014,Radio,Aviso Licitaciones,366,277,Campaña,12/8/2003,13.85,221.6
2014,Radio,Publicidad Turismo,366,706,Campaña,4/14/2004,31.064,437.72
2014,Radio,Publicidad Turismo,366,0,Aviso,12/5/2005,0,0
2014,Medios impresos,Publicidad Turismo,366,429,Campaña,1/11/2004,4.29,261.69
2014,Radio,Publicidad Turismo,33605,198,Campaña,12/8/2003,10.494,130.68
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,1/11/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,365,Campaña,11/24/2003,31.39,281.05
2014,Radio,Publicidad Turismo,33605,688,Campaña,2/10/2004,28.208,440.32
2014,Medios impresos,Publicidad Turismo,361,1490,Campaña,1/10/2004,20.86,1311.2
2014,Medios impresos,Publicidad Turismo,361,237,Campaña,12/27/2003,12.087,206.19
2014,Cine,Publicidad Turismo,33605,388,Campaña,1/10/2004,33.368,275.48
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,12/29/2003,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,12/29/2003,0,0
2014,Medios impresos,Publicidad Turismo,366,77,Campaña,12/9/2003,7.546,65.45
2014,Medios impresos,Publicidad Turismo,366,180,Campaña,12/12/2003,8.82,145.8
2014,Medios impresos,Publicidad Turismo,366,319,Campaña,12/9/2003,31.262,200.97
2014,Radio,Publicidad Turismo,33605,446,Campaña,11/28/2003,40.14,298.82
2014,Radio,Publicidad Turismo,33605,104,Campaña,11/28/2003,2.808,97.76
2014,Medios impresos,Publicidad Turismo,366,216,Campaña,11/25/2003,21.6,213.84
2014,Radio,Publicidad Turismo,33605,128,Campaña,11/28/2003,7.04,96
2014,Medios impresos,Publicidad Turismo,33605,244,Campaña,11/28/2003,13.908,222.04
2014,Medios impresos,Publicidad Turismo,33605,248,Campaña,1/2/2004,21.824,208.32
2014,Medios impresos,Publicidad Turismo,33605,119,Campaña,1/2/2004,0.119,77.35
2014,Radio,Publicidad Turismo,366,207,Campaña,12/27/2003,14.697,105.57
2014,Radio,Publicidad Turismo,361,202,Campaña,11/28/2003,7.474,105.04
2014,Medios impresos,Publicidad Turismo,366,112,Campaña,12/1/2003,1.232,56
2014,Medios impresos,Publicidad Turismo,366,182,Campaña,11/28/2003,13.65,147.42
2014,Medios impresos,Publicidad Turismo,366,204,Campaña,12/18/2003,3.876,159.12
2014,Internet,Publicidad Turismo,33605,661,Campaña,1/9/2004,17.186,356.94
2014,Medios impresos,Publicidad Turismo,366,557,Campaña,12/12/2003,53.472,534.72
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/10/2004,0,0
2014,Radio,Publicidad Turismo,366,294,Campaña,12/29/2003,22.344,249.9
2014,Medios impresos,Publicidad Turismo,366,202,Campaña,12/1/2003,8.08,117.16
2014,Cine,Publicidad Turismo,361,236,Campaña,12/1/2003,7.08,167.56
2014,Cine,Publicidad Turismo,361,720,Campaña,12/8/2003,62.64,698.4
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,362,130,Campaña,1/10/2004,12.22,97.5
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,362,1156,Campaña,2/11/2004,28.9,612.68
2014,Medios impresos,Publicidad Turismo,33605,224,Campaña,12/2/2003,16.128,165.76
2014,Medios impresos,Publicidad Turismo,366,294,Campaña,12/27/2003,10.29,261.66
2014,Radio,Publicidad Turismo,361,590,Campaña,12/29/2003,23.6,536.9
2014,Medios impresos,Publicidad Turismo,33605,724,Campaña,1/10/2004,15.928,434.4
2014,Medios impresos,Publicidad Turismo,366,146,Campaña,12/29/2003,2.92,86.14
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,33605,148,Campaña,1/10/2004,12.284,121.36
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/10/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,12/30/2003,0,0
2014,Cine,Aviso Licitaciones,366,1998,Campaña,1/19/2004,63.936,1258.74
2014,Medios impresos,Publicidad Turismo,366,200,Campaña,12/6/2004,2.6,146
2014,Medios impresos,Publicidad Turismo,33605,189,Campaña,12/29/2003,1.323,115.29
2014,Medios impresos,Publicidad Turismo,33605,321,Campaña,12/19/2003,18.939,179.76
2014,"An?lisis, estudios y m?tricas",Aviso Licitaciones,366,0,Aviso,12/12/2003,0,0
2014,Radio,Publicidad Turismo,33605,347,Campaña,1/2/2004,21.514,301.89
2014,Medios impresos,Publicidad Turismo,33605,403,Campaña,12/12/2003,6.045,390.91
2014,Cine,Publicidad Turismo,33605,437,Campaña,1/5/2004,0,240.35
2014,Radio,Publicidad Turismo,366,146,Campaña,1/10/2004,9.198,75.92
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,12/29/2003,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,12/30/2003,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/2/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/9/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/17/2004,0,0
2014,"An?lisis, estudios y m?tricas",Informe 2015,366,0,Aviso,2/16/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/12/2004,0,0
2014,Radio,Publicidad Turismo,33605,138,Campaña,12/17/2003,1.242,84.18
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,1/8/2004,0,0
2014,Radio,Publicidad Turismo,366,225,Campaña,1/8/2004,22.05,186.75
2014,Radio,Publicidad Turismo,33605,492,Campaña,1/12/2004,19.68,403.44
2014,Radio,Publicidad Turismo,33605,223,Campaña,2/9/2004,13.826,196.24
2014,Medios impresos,Publicidad Turismo,366,270,Campaña,12/12/2003,24.57,156.6
2014,Cine,Publicidad Turismo,366,148,Campaña,1/8/2004,9.768,127.28
2014,Medios impresos,Publicidad Turismo,366,498,Campaña,12/12/2003,16.434,303.78
2014,Medios impresos,Publicidad Turismo,362,254,Campaña,12/17/2003,6.35,248.92
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,1/8/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,116,Campaña,12/12/2003,6.496,83.52
2014,Medios impresos,Publicidad Turismo,366,112,Campaña,12/8/2003,5.152,63.84
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,60,Campaña,1/10/2004,5.34,34.8
2014,Cine,Publicidad Turismo,366,228,Campaña,1/26/2004,16.644,189.24
2014,Medios impresos,Aviso Licitaciones,33605,163,Campaña,1/10/2004,10.432,83.13
2014,Medios impresos,Publicidad Turismo,362,538,Campaña,1/2/2004,10.76,381.98
2014,Medios impresos,Publicidad Turismo,366,336,Campaña,12/8/2003,29.232,184.8
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/12/2004,0,0
2014,Radio,Publicidad Turismo,33605,1374,Campaña,12/17/2003,109.92,1057.98
2014,Radio,Publicidad Turismo,33605,598,Campaña,1/27/2004,59.8,460.46
2014,Internet,Publicidad Turismo,366,602,Campaña,1/16/2004,19.866,602
2014,Radio,Publicidad Turismo,361,466,Campaña,1/18/2004,44.736,344.84
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/16/2004,0,0
2014,Medios impresos,Publicidad Turismo,33605,293,Campaña,1/10/2004,28.421,152.36
2014,Radio,Publicidad Turismo,33605,444,Campaña,1/12/2004,36.408,319.68
2014,Medios impresos,Publicidad Turismo,366,77,Campaña,12/15/2003,2.849,70.07
2014,Medios impresos,Publicidad Turismo,366,205,Campaña,12/12/2003,14.555,110.7
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,12/31/2003,0,0
2014,Medios impresos,Publicidad Turismo,366,420,Campaña,12/12/2003,39.48,319.2
2014,Radio,Publicidad Turismo,33605,323,Campaña,1/16/2004,23.256,197.03
2014,Radio,Publicidad Turismo,33605,118,Campaña,12/12/2003,11.8,88.5
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,1/13/2004,0,0
2014,Radio,Publicidad Turismo,361,200,Campaña,12/18/2003,9.4,106
2014,Cine,Publicidad Turismo,361,670,Campaña,12/16/2003,64.99,388.6
2014,Medios impresos,Publicidad Turismo,366,98,Campaña,12/16/2003,4.214,67.62
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/11/2004,0,0
2014,Medios impresos,Publicidad Turismo,361,138,Campaña,1/12/2004,12.144,92.46
2014,Medios impresos,Publicidad Turismo,366,453,Campaña,1/12/2004,3.624,249.15
2014,Cine,Publicidad Turismo,366,530,Campaña,1/11/2004,22.79,280.9
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,362,5000,Campaña,1/11/2004,65,3200
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/3/2004,0,0
2014,Medios impresos,Publicidad Turismo,33605,45,Campaña,1/8/2004,4.455,34.2
2014,Medios impresos,Publicidad Turismo,33605,669,Campaña,12/16/2003,39.471,474.99
2014,Medios impresos,Publicidad Turismo,33605,11401,Campaña,1/24/2004,22.802,10260.9
2014,Medios impresos,Publicidad Turismo,366,218,Campaña,1/11/2004,15.696,126.44
2014,Medios impresos,Publicidad Turismo,366,336,Campaña,1/10/2004,7.728,245.28
2014,Radio,Publicidad Turismo,33605,569,Campaña,3/8/2004,13.087,341.4
2014,Internet,Publicidad Turismo,361,1111,Campaña,5/8/2004,64.438,711.04
2014,Cine,Publicidad Turismo,361,855,Campaña,1/17/2004,81.225,743.85
2014,Medios impresos,Publicidad Turismo,361,657,Campaña,12/29/2003,1.314,578.16
2014,Radio,Publicidad Turismo,362,420,Campaña,1/4/2004,23.94,386.4
2014,Radio,Publicidad Turismo,362,1304,Campaña,1/13/2004,35.208,1134.48
2014,Cine,Publicidad Turismo,366,945,Campaña,1/24/2004,93.555,576.45
2014,Radio,Publicidad Turismo,366,382,Campaña,1/12/2004,21.774,282.68
2014,Medios impresos,Publicidad Turismo,366,554,Campaña,1/12/2004,12.742,493.06
2014,Radio,Publicidad Turismo,362,1651,Campaña,1/13/2004,132.08,1370.33
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,361,2261,Campaña,2/11/2004,212.534,1447.04
2014,Radio,Publicidad Turismo,366,177,Campaña,1/12/2004,16.815,164.61
2014,Radio,Publicidad Turismo,361,4081.16,Campaña,1/17/2004,89.78552,3428.1744
2014,Cine,Publicidad Turismo,33605,130,Campaña,1/12/2004,11.44,118.3
2014,Medios impresos,Publicidad Turismo,366,327,Campaña,1/12/2004,21.582,176.58
2014,Medios impresos,Publicidad Turismo,33605,630,Campaña,12/16/2003,13.86,365.4
2014,Radio,Publicidad Turismo,33605,256,Campaña,12/16/2003,23.296,199.68
2014,Medios impresos,Publicidad Turismo,366,167,Campaña,1/12/2004,2.171,96.86
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,12/31/2003,0,0
2014,Medios impresos,Publicidad Turismo,366,989,Campaña,2/15/2004,32.637,969.22
2014,Medios impresos,Publicidad Turismo,361,282,Campaña,12/19/2003,6.204,282
2014,Medios impresos,Publicidad Turismo,361,135,Campaña,12/19/2003,0.81,113.4
2014,Radio,Publicidad Turismo,33605,636,Campaña,1/13/2004,26.076,330.72
2014,Medios impresos,Publicidad Turismo,366,709,Campaña,12/19/2003,46.085,375.77
2014,Radio,Publicidad Turismo,366,167,Campaña,12/18/2003,3.173,163.66
2014,Medios impresos,Publicidad Turismo,33605,74,Campaña,1/20/2004,4.07,62.16
2014,Medios impresos,Publicidad Turismo,361,168,Campaña,12/18/2003,10.752,134.4
2014,Internet,Publicidad Turismo,33605,1215,Campaña,2/16/2004,95.985,838.35
2014,Internet,Publicidad Turismo,362,1281,Campaña,2/28/2004,74.298,947.94
2014,Radio,Publicidad Turismo,33605,156,Campaña,1/23/2004,5.616,137.28
2014,Medios impresos,Publicidad Turismo,33605,428,Campaña,3/28/2004,0.856,398.04
2014,Cine,Publicidad Turismo,362,1295,Campaña,1/13/2004,104.895,1087.8
2014,Medios impresos,Publicidad Turismo,366,147,Campaña,1/13/2004,13.818,74.97
2014,Medios impresos,Publicidad Turismo,366,390,Campaña,12/31/2003,37.83,308.1
2014,Radio,Publicidad Turismo,361,510,Campaña,1/13/2004,42.84,367.2
2014,Medios impresos,Publicidad Turismo,366,217,Campaña,12/31/2003,10.85,203.98
2014,Cine,Publicidad Turismo,33605,364,Campaña,1/2/2004,8.736,236.6
2014,Medios impresos,Publicidad Turismo,361,68,Campaña,1/13/2004,5.576,56.44
2014,Medios impresos,Publicidad Turismo,33605,151,Campaña,1/12/2004,1.057,101.17
2014,Medios impresos,Publicidad Turismo,33605,187,Campaña,1/2/2004,8.976,99.11
2014,Radio,Publicidad Turismo,33605,659,Campaña,1/19/2004,40.858,434.94
2014,Radio,Publicidad Turismo,362,1051,Campaña,12/29/2003,1.051,861.82
2014,Internet,Publicidad Turismo,362,720,Campaña,1/13/2004,30.24,698.4
2014,"An?lisis, estudios y m?tricas",Aviso Licitaciones,33605,64,Campaña,1/9/2004,5.376,32
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/13/2004,0,0
2014,Radio,Publicidad Turismo,33605,404,Campaña,1/12/2004,3.232,206.04
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/8/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,46,Campaña,1/6/2004,3.634,23
2014,Medios impresos,Publicidad Turismo,366,94,Campaña,12/29/2003,1.974,55.46
2014,Medios impresos,Publicidad Turismo,366,133,Campaña,1/6/2004,3.192,101.08
2014,Medios impresos,Publicidad Turismo,366,215,Campaña,1/6/2004,2.58,212.85
2014,Medios impresos,Publicidad Turismo,366,170,Campaña,1/7/2004,7.48,100.3
2014,Cine,Publicidad Turismo,33605,950,Campaña,1/20/2004,29.45,560.5
2014,Radio,Aviso Licitaciones,33605,253,Campaña,1/19/2004,13.662,129.03
2014,Radio,Publicidad Turismo,362,1191,Campaña,4/5/2004,10.719,738.42
2014,Medios impresos,Publicidad Turismo,366,1344,Campaña,1/23/2004,67.2,766.08
2014,Medios impresos,Publicidad Turismo,366,335,Campaña,1/13/2004,2.68,284.75
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/14/2004,0,0
2014,Radio,Publicidad Turismo,33605,229,Campaña,1/18/2004,6.641,176.33
2014,Radio,Publicidad Turismo,33605,425,Campaña,1/13/2004,28.475,250.75
2014,Medios impresos,Publicidad Turismo,33605,225,Campaña,1/14/2004,2.025,180
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/14/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,304,Campaña,12/31/2003,14.592,282.72
2014,Radio,Publicidad Turismo,33605,182,Campaña,1/13/2004,0.364,149.24
2014,Radio,Publicidad Turismo,33605,203,Campaña,1/14/2004,5.481,200.97
2014,Radio,Informe 2014,33605,714,Campaña,1/13/2004,22.134,464.1
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/26/2004,0,0
2014,Radio,Publicidad Turismo,33605,349,Campaña,1/15/2004,18.148,219.87
2014,Internet,Publicidad Turismo,33605,2800,Campaña,1/12/2004,36.4,2772
2014,Medios impresos,Publicidad Turismo,361,244,Campaña,1/14/2004,14.64,224.48
2014,Cine,Publicidad Turismo,361,900,Campaña,1/14/2004,90,603
2014,Cine,Publicidad Turismo,361,534,Campaña,1/14/2004,40.05,341.76
2014,Radio,Publicidad Turismo,33605,244,Campaña,1/16/2004,14.884,178.12
2014,Medios impresos,Publicidad Turismo,361,1489,Campaña,1/18/2004,61.049,952.96
2014,Cine,Publicidad Turismo,361,1337,Campaña,1/16/2004,78.883,855.68
2014,Medios impresos,Publicidad Turismo,361,961.86,Campaña,10/19/2005,48.093,923.3856
2014,Cine,Publicidad Turismo,361,696,Campaña,1/17/2004,34.104,452.4
2014,Cine,Publicidad Turismo,361,1264.97,Campaña,3/5/2006,82.22305,923.4281
2014,Radio,Publicidad Turismo,361,259,Campaña,1/17/2004,7.252,251.23
2014,Cine,Publicidad Turismo,361,0,Aviso,11/29/2004,0,0
2014,Medios impresos,Publicidad Turismo,361,239,Campaña,1/14/2004,21.51,239
2014,Radio,Publicidad Turismo,361,751,Campaña,1/18/2004,30.791,713.45
2014,Cine,Publicidad Turismo,33605,679,Campaña,1/25/2004,9.506,563.57
2014,Radio,Publicidad Turismo,366,409,Campaña,1/14/2004,8.18,237.22
2014,Radio,Publicidad Turismo,33605,177,Campaña,1/17/2004,16.815,169.92
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/19/2004,0,0
2014,Medios impresos,Publicidad Turismo,33605,383,Campaña,1/22/2004,27.193,248.95
2014,Cine,Publicidad Turismo,362,442,Campaña,1/15/2004,1.326,358.02
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,361,277,Campaña,2/2/2004,26.869,243.76
2014,Radio,Publicidad Turismo,33605,893,Campaña,1/23/2004,89.3,830.49
2014,Cine,Publicidad Turismo,362,726,Campaña,1/19/2004,50.82,653.4
2014,Internet,Publicidad Turismo,33605,1521,Campaña,1/13/2004,7.605,1019.07
2014,"An?lisis, estudios y m?tricas",Informe 2014,366,0,Aviso,1/12/2004,0,0
2014,Internet,Publicidad Turismo,361,722,Campaña,1/25/2004,12.274,599.26
2014,Radio,Publicidad Turismo,33605,524,Campaña,1/12/2004,4.192,518.76
2014,Medios impresos,Informe 2014,362,1288,Campaña,1/18/2004,74.704,772.8
2014,Radio,Publicidad Turismo,366,327,Campaña,1/13/2004,16.023,320.46
2014,Cine,Publicidad Turismo,361,139,Campaña,1/19/2004,8.479,101.47
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,361,152,Campaña,1/19/2004,1.368,112.48
2014,Medios impresos,Informe 2014,362,347,Campaña,2/9/2004,21.861,333.12
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,361,183,Campaña,1/19/2004,3.66,118.95
2014,Cine,Publicidad Turismo,361,355,Campaña,1/19/2004,2.84,323.05
2014,Radio,Publicidad Turismo,361,464,Campaña,1/29/2004,17.632,278.4
2014,Radio,Publicidad Turismo,361,1971,Campaña,2/3/2004,161.622,1754.19
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,1/19/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,195,Campaña,1/21/2004,18.915,146.25
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/19/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/21/2004,0,0
2014,Radio,Publicidad Turismo,361,457,Campaña,1/21/2004,28.334,452.43
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,1/26/2004,0,0
2014,Cine,Publicidad Turismo,33605,466,Campaña,1/23/2004,33.086,442.7
2014,Radio,Publicidad Turismo,33605,257,Campaña,1/21/2004,13.107,251.86
2014,Internet,Publicidad Turismo,366,543,Campaña,1/23/2004,0,407.25
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,1/23/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/21/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/23/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/23/2004,0,0
2014,Internet,Publicidad Turismo,361,236,Campaña,1/18/2004,9.912,167.56
2014,"An?lisis, estudios y m?tricas",Aviso Licitaciones,366,0,Campaña,1/24/2004,0,0
2014,Radio,Publicidad Turismo,33605,559,Campaña,1/31/2004,2.795,340.99
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,1/21/2004,0,0
2014,Cine,Publicidad Turismo,33605,286,Campaña,1/24/2004,19.448,263.12
2014,Radio,Publicidad Turismo,366,170,Campaña,1/24/2004,1.87,132.6
2014,Medios impresos,Publicidad Turismo,366,199,Campaña,1/24/2004,14.328,149.25
2014,Medios impresos,Publicidad Turismo,361,129,Campaña,1/13/2004,11.094,95.46
2014,Medios impresos,Publicidad Turismo,366,80,Campaña,1/23/2004,1.52,61.6
2014,Medios impresos,Publicidad Turismo,366,244,Campaña,1/23/2004,7.076,207.4
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,4/9/2004,0,0
2014,Radio,Publicidad Turismo,361,493,Campaña,1/24/2004,39.933,246.5
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/24/2004,0,0
2014,Cine,Publicidad Turismo,33605,318,Campaña,1/24/2004,31.164,216.24
2014,Cine,Publicidad Turismo,33605,311,Campaña,1/24/2004,0,202.15
2014,Medios impresos,Publicidad Turismo,362,533,Campaña,1/24/2004,25.584,533
2014,Cine,Publicidad Turismo,366,294,Campaña,1/20/2004,10.584,232.26
2014,Medios impresos,Publicidad Turismo,33605,604,Campaña,1/24/2004,50.132,326.16
2014,Medios impresos,Publicidad Turismo,33605,397,Campaña,1/23/2004,39.303,218.35
2014,Medios impresos,Publicidad Turismo,366,741.6,Campaña,1/25/2005,24.4728,400.464
2014,Cine,Publicidad Turismo,362,366,Campaña,2/5/2004,5.124,322.08
2014,Medios impresos,Publicidad Turismo,361,270,Campaña,1/24/2004,26.73,205.2
2014,Radio,Publicidad Turismo,361,718,Campaña,1/24/2004,68.21,373.36
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,33605,1292,Campaña,1/14/2004,95.608,891.48
2014,Medios impresos,Publicidad Turismo,361,433,Campaña,1/24/2004,29.877,303.1
2014,Cine,Publicidad Turismo,361,542,Campaña,1/25/2004,24.932,271
2014,Cine,Publicidad Turismo,361,730,Campaña,1/24/2004,54.75,686.2
2014,Medios impresos,Publicidad Turismo,362,0,Aviso,10/19/2005,0,0
2014,Cine,Publicidad Turismo,361,440,Campaña,1/26/2004,7.48,246.4
2014,Radio,Aviso Licitaciones,366,203,Campaña,2/2/2004,14.21,131.95
2014,Medios impresos,Publicidad Turismo,366,163,Campaña,1/24/2004,10.106,117.36
2014,Radio,Publicidad Turismo,33605,291,Campaña,1/24/2004,17.169,224.07
2014,Medios impresos,Publicidad Turismo,366,244,Campaña,1/26/2004,16.592,163.48
2014,Medios impresos,Publicidad Turismo,366,387,Campaña,1/18/2004,26.316,325.08
2014,Medios impresos,Publicidad Turismo,366,336,Campaña,1/29/2004,0,309.12
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,1/24/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,159,Campaña,1/24/2004,12.561,98.58
2014,Cine,Publicidad Turismo,361,335,Campaña,1/15/2004,24.12,221.1
2014,Medios impresos,Publicidad Turismo,366,90,Campaña,1/25/2004,1.89,74.7
2014,Medios impresos,Publicidad Turismo,366,352,Campaña,1/25/2004,34.848,313.28
2014,Medios impresos,Publicidad Turismo,366,478,Campaña,1/25/2004,0.478,243.78
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/24/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,194,Campaña,1/20/2004,15.326,172.66
2014,Cine,Publicidad Turismo,361,363,Campaña,3/28/2004,14.52,217.8
2014,Medios impresos,Publicidad Turismo,366,199,Campaña,1/25/2004,10.945,145.27
2014,Cine,Publicidad Turismo,362,248,Campaña,2/13/2004,19.84,133.92
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/26/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,2/6/2004,0,0
2014,Medios impresos,Publicidad Turismo,362,800,Campaña,1/14/2004,49.6,464
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/26/2004,0,0
2014,Radio,Publicidad Turismo,366,296,Campaña,1/15/2004,6.808,165.76
2014,Medios impresos,Publicidad Turismo,366,77,Campaña,1/15/2004,5.852,74.69
2014,Radio,Publicidad Turismo,366,128,Campaña,1/19/2004,10.88,117.76
2014,Medios impresos,Publicidad Turismo,366,105,Campaña,1/15/2004,1.89,60.9
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/26/2004,0,0
2014,Medios impresos,Publicidad Turismo,366,243,Campaña,4/10/2004,12.879,150.66
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,148,Campaña,1/26/2004,9.472,85.84
2014,Medios impresos,Publicidad Turismo,33605,0,Campaña,1/26/2004,0,0
2014,Cine,Publicidad Turismo,362,181,Campaña,1/26/2004,1.086,108.6
2014,Medios impresos,Publicidad Turismo,33605,369.07,Campaña,1/26/2004,29.89467,236.2048
2014,Medios impresos,Publicidad Turismo,33605,94,Campaña,2/3/2004,8.93,69.56
2014,Cine,Publicidad Turismo,33605,251,Campaña,2/3/2004,17.319,208.33
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,2/3/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,1/19/2004,0,0
2014,Cine,Informe 2014,366,356,Campaña,3/17/2004,12.816,234.96
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Campaña,3/7/2007,0,0
2014,Radio,Publicidad Turismo,366,297,Campaña,1/26/2004,29.403,297
2014,Medios impresos,Publicidad Turismo,362,150,Campaña,1/18/2004,2.25,117
2014,Radio,Publicidad Turismo,361,287,Campaña,1/20/2004,3.157,287
2014,Medios impresos,Publicidad Turismo,362,397,Campaña,1/26/2004,7.94,325.54
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,2/17/2004,0,0
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,596,Campaña,1/25/2004,7.152,303.96
2014,Cine,Publicidad Turismo,362,1609,Campaña,2/10/2004,125.502,1399.83
2014,"An?lisis, estudios y m?tricas",Publicidad Turismo,366,0,Aviso,2/15/2004,0,0
2014,Medios impresos,Publicidad Turismo,361,512,Campaña,1/26/2004,27.136,317.44
2014,Cine,Publicidad Turismo,366,401,Campaña,1/26/2004,12.832,240.6
2014,Medios impresos,Publicidad Turismo,366,124,Campaña,1/26/2004,8.804,75.64
2014,Radio,Publicidad Turismo,366,499,Campaña,1/26/2004,20.459,364.27
